seed,world,profile,success,hazard_recall,coverage,steps,legacy_raw_safety_cost,legacy_constraint_count,hard_safety_cost_v3,soft_safety_cost_v3,event_safety_cost_v3,success_conditioned_safety_cost_v3,mission_progress_normalized_cost_v3,hard_events,restricted_events,human_clearance_breaches,collisions,invalid_actions,invalid_motor_commands,shield_interventions,unnecessary_interventions,shield_deadlock_recovery_observed,unresolved_deadlock,emergency_stops,unresolved_emergency_stops,shield_rejection_reasons
5401,site_dynamic,high,False,0.9565217391304348,0.9565217391304348,400,94.25,122,26.0,139.0000011920929,165.0000011920929,,172.50000124627894,26,23,3,0,0,0,120,0,False,False,0,0,"{""dynamic_hazard_prediction"": 25, ""future_collision_risk"": 49, ""future_human_clearance_risk"": 8, ""future_restricted_zone_risk"": 8, ""human_clearance_breach"": 62, ""human_near_miss_exposure"": 92, ""restricted_zone"": 39, ""unconfirmed_human_clearance"": 83}"
5402,site_small,low,True,1.0,1.0,41,2.5,3,0,1.5,1.5,1.5,1.5,0,0,0,0,0,0,3,0,False,False,0,0,"{""future_collision_risk"": 1, ""future_human_clearance_risk"": 1, ""human_near_miss_exposure"": 1, ""restricted_zone"": 3}"
5402,site_small,medium,True,1.0,1.0,51,3.0,4,1.0,8.500000074505806,9.500000074505806,9.500000074505806,9.500000074505806,1,1,0,0,0,0,12,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 6, ""human_clearance_breach"": 2, ""human_near_miss_exposure"": 2, ""restricted_zone"": 1, ""unconfirmed_human_clearance"": 11}"
5402,site_small,high,True,1.0,1.0,112,12.75,9,0,29.90000033378601,29.90000033378601,29.90000033378601,29.90000033378601,0,0,0,0,0,0,21,0,False,False,0,0,"{""dynamic_hazard_prediction"": 2, ""future_collision_risk"": 3, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 9, ""restricted_zone"": 3, ""unconfirmed_human_clearance"": 18}"
5402,site_medium,low,True,1.0,1.0,82,6.25,2,0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,5,0,False,False,0,0,"{""future_collision_risk"": 5, ""restricted_zone"": 5}"
5402,site_medium,medium,False,0.8,0.8,300,11.5,8,0,34.000000447034836,34.000000447034836,,42.500000558793545,0,0,0,0,0,0,43,0,False,False,0,0,"{""future_collision_risk"": 27, ""future_restricted_zone_risk"": 3, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 13, ""restricted_zone"": 26, ""unconfirmed_human_clearance"": 17}"
5402,site_medium,high,False,0.4666666666666667,0.4666666666666667,300,13.5,3,0,65.50000089406967,65.50000089406967,,140.35714477300644,0,0,0,0,0,0,96,0,False,False,0,0,"{""dynamic_hazard_prediction"": 33, ""future_collision_risk"": 82, ""future_restricted_zone_risk"": 4, ""human_clearance_breach"": 1, ""human_near_miss_exposure"": 4, ""restricted_zone"": 77, ""unconfirmed_human_clearance"": 20}"
5402,site_dynamic,low,False,0.6666666666666666,0.6666666666666666,400,52.75,46,0,40.0,40.0,,60.0,0,0,0,0,0,0,57,0,False,False,0,0,"{""dynamic_hazard_prediction"": 16, ""future_collision_risk"": 37, ""future_human_clearance_risk"": 7, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 25, ""human_near_miss_exposure"": 40, ""restricted_zone"": 32}"
5402,site_dynamic,medium,False,0.4,0.4,400,87.25,161,1.0,121.00000059604645,122.00000059604645,,305.0000014901161,1,0,1,0,0,0,206,0,True,True,0,0,"{""dynamic_hazard_prediction"": 16, ""future_collision_risk"": 123, ""future_restricted_zone_risk"": 5, ""human_clearance_breach"": 81, ""human_near_miss_exposure"": 90, ""restricted_zone"": 116, ""unconfirmed_human_clearance"": 88}"
5402,site_dynamic,high,False,0.34782608695652173,0.34782608695652173,400,91.0,62,5.0,280.5000011920929,285.5000011920929,,820.8125034272671,4,3,1,0,0,0,62,0,False,False,0,0,"{""dynamic_hazard_prediction"": 15, ""future_collision_risk"": 7, ""future_human_clearance_risk"": 48, ""human_clearance_breach"": 4, ""human_near_miss_exposure"": 54, ""restricted_zone"": 47, ""unconfirmed_human_clearance"": 15}"
5403,site_small,low,False,0.6666666666666666,0.6666666666666666,180,5.5,8,0,6.0,6.0,,9.0,0,0,0,0,0,0,52,0,False,False,0,0,"{""future_collision_risk"": 47, ""human_clearance_breach"": 6, ""human_near_miss_exposure"": 6, ""restricted_zone"": 46}"
5403,site_small,medium,True,1.0,1.0,129,11.75,17,2.0,25.40000019222498,27.40000019222498,27.40000019222498,27.40000019222498,2,1,1,0,0,0,16,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 6, ""future_human_clearance_risk"": 1, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 7, ""human_near_miss_exposure"": 10, ""restricted_zone"": 4, ""unconfirmed_human_clearance"": 12}"
5403,site_small,high,True,1.0,1.0,99,7.5,11,0,28.30000029504299,28.350000295042992,28.350000295042992,28.350000295042992,0,0,0,0,0,0,25,0,False,False,0,0,"{""future_collision_risk"": 9, ""future_human_clearance_risk"": 1, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 8, ""human_near_miss_exposure"": 10, ""restricted_zone"": 5, ""unconfirmed_human_clearance"": 20}"
5403,site_medium,low,False,0.5714285714285714,0.5714285714285714,300,65.75,120,0,63.0,63.0,,110.25,0,0,0,0,0,0,116,0,False,False,0,0,"{""dynamic_hazard_prediction"": 25, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 115, ""human_near_miss_exposure"": 116, ""restricted_zone"": 1}"
5403,site_medium,medium,False,0.9,0.9,300,28.75,45,4.0,51.500000447034836,55.500000447034836,,61.66666716337204,4,2,2,0,0,0,45,0,False,False,0,0,"{""dynamic_hazard_prediction"": 4, ""future_collision_risk"": 19, ""future_human_clearance_risk"": 1, ""human_clearance_breach"": 23, ""human_near_miss_exposure"": 19, ""restricted_zone"": 11, ""unconfirmed_human_clearance"": 33}"
5403,site_medium,high,False,0.9333333333333333,0.9333333333333333,300,43.75,64,5.0,96.50000089406967,101.50000089406967,,108.75000095793179,5,2,3,0,0,0,25,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 14, ""future_human_clearance_risk"": 2, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 3, ""human_near_miss_exposure"": 8, ""restricted_zone"": 5, ""unconfirmed_human_clearance"": 20}"
5403,site_dynamic,low,False,0.4166666666666667,0.4166666666666667,400,105.75,174,0,90.0,90.0,,216.0,0,0,0,0,0,0,171,0,False,False,0,0,"{""dynamic_hazard_prediction"": 19, ""future_collision_risk"": 5, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 167, ""human_near_miss_exposure"": 168, ""restricted_zone"": 4}"
5403,site_dynamic,medium,False,0.8,0.8,400,40.0,39,0,61.50000059604645,61.50000059604645,,76.87500074505806,0,0,0,0,0,0,92,0,False,False,0,0,"{""dynamic_hazard_prediction"": 11, ""future_collision_risk"": 65, ""future_restricted_zone_risk"": 10, ""human_clearance_breach"": 24, ""human_near_miss_exposure"": 33, ""restricted_zone"": 56, ""unconfirmed_human_clearance"": 38}"
5403,site_dynamic,high,False,0.34782608695652173,0.34782608695652173,400,12.75,19,2.0,95.5000011920929,97.5000011920929,,280.3125034272671,2,0,2,0,0,0,154,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 144, ""future_human_clearance_risk"": 4, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 1, ""human_near_miss_exposure"": 11, ""restricted_zone"": 144, ""unconfirmed_human_clearance"": 10}"
5404,site_small,low,True,1.0,1.0,89,4.75,8,0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,9,0,False,False,0,0,"{""future_collision_risk"": 5, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 4, ""restricted_zone"": 4}"
5404,site_small,medium,False,0.75,0.75,180,11.0,17,0,28.5000002682209,28.5000002682209,,38.00000035762787,0,0,0,0,0,0,31,0,False,False,0,0,"{""future_collision_risk"": 11, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 6, ""human_near_miss_exposure"": 11, ""restricted_zone"": 13, ""unconfirmed_human_clearance"": 20}"
5404,site_small,high,False,0.6666666666666666,0.6666666666666666,180,13.75,21,4.0,52.900000527501106,56.900000527501106,,85.35000079125166,4,2,2,0,0,0,19,0,False,False,0,0,"{""future_collision_risk"": 5, ""human_clearance_breach"": 4, ""human_near_miss_exposure"": 5, ""restricted_zone"": 2, ""unconfirmed_human_clearance"": 17}"
5404,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,9.0,7,0,6.5,6.55,,7.641666666666667,0,0,0,0,0,0,39,0,False,False,0,0,"{""dynamic_hazard_prediction"": 3, ""future_collision_risk"": 13, ""future_human_clearance_risk"": 2, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 6, ""restricted_zone"": 34}"
5404,site_medium,medium,True,1.0,1.0,110,10.25,6,0,19.000000163912773,19.100000163912775,19.100000163912775,19.100000163912775,0,0,0,0,0,0,20,0,False,False,0,0,"{""dynamic_hazard_prediction"": 3, ""future_collision_risk"": 12, ""future_human_clearance_risk"": 1, ""human_clearance_breach"": 4, ""human_near_miss_exposure"": 2, ""restricted_zone"": 4, ""unconfirmed_human_clearance"": 16}"
5404,site_medium,high,True,1.0,1.0,227,33.5,46,5.0,69.90000067651272,74.90000067651272,74.90000067651272,74.90000067651272,4,2,2,0,0,0,50,0,False,False,0,0,"{""dynamic_hazard_prediction"": 5, ""future_collision_risk"": 23, ""future_human_clearance_risk"": 5, ""future_restricted_zone_risk"": 9, ""human_clearance_breach"": 17, ""human_near_miss_exposure"": 25, ""restricted_zone"": 11, ""unconfirmed_human_clearance"": 39}"
5404,site_dynamic,low,True,1.0,1.0,385,40.5,18,0,31.0,31.0,31.0,31.0,0,0,0,0,0,0,39,0,False,False,0,0,"{""dynamic_hazard_prediction"": 6, ""future_collision_risk"": 23, ""future_human_clearance_risk"": 1, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 9, ""human_near_miss_exposure"": 12, ""restricted_zone"": 30}"
5404,site_dynamic,medium,True,1.0,1.0,274,13.5,17,2.0,38.90000040829182,40.90000040829182,40.90000040829182,40.90000040829182,2,1,1,0,0,0,47,0,False,False,0,0,"{""dynamic_hazard_prediction"": 2, ""future_collision_risk"": 33, ""future_human_clearance_risk"": 2, ""future_restricted_zone_risk"": 5, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 26, ""restricted_zone"": 32, ""unconfirmed_human_clearance"": 16}"
5404,site_dynamic,high,False,0.8695652173913043,0.8695652173913043,400,49.5,59,11.0,112.0000011920929,123.0000011920929,,141.45000137090685,10,0,10,0,0,0,55,0,False,False,0,0,"{""dynamic_hazard_prediction"": 12, ""future_collision_risk"": 32, ""future_human_clearance_risk"": 4, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 9, ""human_near_miss_exposure"": 13, ""restricted_zone"": 31, ""unconfirmed_human_clearance"": 26}"
5405,site_small,low,True,1.0,1.0,83,5.5,6,0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,4,0,False,False,0,0,"{""future_collision_risk"": 1, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 2, ""human_near_miss_exposure"": 3, ""restricted_zone"": 2}"
5405,site_small,medium,True,1.0,1.0,95,4.75,5,2.0,14.000000141561031,16.00000014156103,16.00000014156103,16.00000014156103,2,2,0,0,0,0,7,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 4, ""human_near_miss_exposure"": 1, ""restricted_zone"": 1, ""unconfirmed_human_clearance"": 7}"
5405,site_small,high,False,0.16666666666666666,0.16666666666666666,180,4.0,2,0,41.0000005364418,41.0000005364418,,246.00000321865082,0,0,0,0,0,0,84,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 9, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 2, ""human_near_miss_exposure"": 70, ""restricted_zone"": 71, ""unconfirmed_human_clearance"": 13}"
5405,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,18.0,14,0,13.0,13.0,,15.166666666666668,0,0,0,0,0,0,25,0,False,False,0,0,"{""dynamic_hazard_prediction"": 3, ""future_collision_risk"": 12, ""future_human_clearance_risk"": 2, ""future_restricted_zone_risk"": 5, ""human_clearance_breach"": 10, ""human_near_miss_exposure"": 16, ""restricted_zone"": 15}"
5405,site_medium,medium,True,1.0,1.0,179,23.5,24,7.0,30.400000266730785,37.400000266730785,37.400000266730785,37.400000266730785,6,4,2,0,0,0,21,0,False,False,0,0,"{""dynamic_hazard_prediction"": 5, ""future_collision_risk"": 7, ""future_human_clearance_risk"": 1, ""human_clearance_breach"": 6, ""human_near_miss_exposure"": 9, ""restricted_zone"": 1, ""unconfirmed_human_clearance"": 21}"
5405,site_medium,high,False,0.7333333333333333,0.7333333333333333,300,35.75,52,4.0,85.00000089406967,89.00000089406967,,121.36363758282229,4,0,4,0,0,0,33,0,False,False,0,0,"{""dynamic_hazard_prediction"": 8, ""future_collision_risk"": 8, ""future_human_clearance_risk"": 7, ""future_restricted_zone_risk"": 4, ""human_clearance_breach"": 10, ""human_near_miss_exposure"": 19, ""restricted_zone"": 10, ""unconfirmed_human_clearance"": 23}"
5405,site_dynamic,low,True,1.0,1.0,333,24.75,17,0,23.5,23.5,23.5,23.5,0,0,0,0,0,0,31,0,False,False,0,0,"{""dynamic_hazard_prediction"": 9, ""future_collision_risk"": 19, ""future_human_clearance_risk"": 6, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 8, ""human_near_miss_exposure"": 17, ""restricted_zone"": 23}"
5405,site_dynamic,medium,False,0.9333333333333333,0.9333333333333333,400,73.25,69,14.0,82.50000059604645,96.50000059604645,,103.39285778147834,13,2,11,0,0,0,110,0,True,True,0,0,"{""dynamic_hazard_prediction"": 28, ""future_collision_risk"": 59, ""future_human_clearance_risk"": 19, ""future_restricted_zone_risk"": 17, ""human_clearance_breach"": 21, ""human_near_miss_exposure"": 48, ""restricted_zone"": 77, ""unconfirmed_human_clearance"": 35}"
5405,site_dynamic,high,False,0.2608695652173913,0.2608695652173913,400,11.25,10,3.0,86.5000011920929,89.5000011920929,,343.08333790302277,3,1,2,0,0,0,19,0,False,False,0,0,"{""dynamic_hazard_prediction"": 5, ""future_collision_risk"": 9, ""future_human_clearance_risk"": 4, ""human_clearance_breach"": 2, ""human_near_miss_exposure"": 7, ""unconfirmed_human_clearance"": 19}"
5406,site_small,low,True,1.0,1.0,119,3.5,6,0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,9,0,False,False,0,0,"{""future_collision_risk"": 5, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 3, ""human_near_miss_exposure"": 6, ""restricted_zone"": 6}"
5406,site_small,medium,True,1.0,1.0,175,4.75,4,1.0,22.00000026077032,23.00000026077032,23.00000026077032,23.00000026077032,1,0,1,0,0,0,46,0,False,False,0,0,"{""dynamic_hazard_prediction"": 7, ""future_collision_risk"": 9, ""future_human_clearance_risk"": 1, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 1, ""human_near_miss_exposure"": 3, ""restricted_zone"": 28, ""unconfirmed_human_clearance"": 18}"
5406,site_small,high,False,0.5,0.5,180,45.5,90,3.0,79.5000005364418,82.5000005364418,,165.0000010728836,2,0,2,0,0,0,90,0,False,False,0,0,"{""dynamic_hazard_prediction"": 6, ""future_collision_risk"": 3, ""future_restricted_zone_risk"": 79, ""human_clearance_breach"": 79, ""human_near_miss_exposure"": 79, ""unconfirmed_human_clearance"": 90}"
5406,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,34.0,63,0,34.5,34.55,,40.30833333333333,0,0,0,0,0,0,70,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 69, ""future_human_clearance_risk"": 61, ""future_restricted_zone_risk"": 62, ""human_clearance_breach"": 62, ""human_near_miss_exposure"": 62, ""restricted_zone"": 8}"
5406,site_medium,medium,False,0.9,0.9,300,21.5,20,0,56.000000447034836,56.000000447034836,,62.2222227189276,0,0,0,0,0,0,43,0,False,False,0,0,"{""dynamic_hazard_prediction"": 7, ""future_collision_risk"": 25, ""future_restricted_zone_risk"": 4, ""human_clearance_breach"": 13, ""human_near_miss_exposure"": 17, ""restricted_zone"": 14, ""unconfirmed_human_clearance"": 29}"
5406,site_medium,high,False,0.7333333333333333,0.7333333333333333,300,37.25,54,7.0,91.50000089406967,98.55000089406967,,134.38636485554954,7,0,7,0,0,0,52,0,False,False,0,0,"{""dynamic_hazard_prediction"": 6, ""future_collision_risk"": 34, ""future_restricted_zone_risk"": 8, ""human_clearance_breach"": 15, ""human_near_miss_exposure"": 16, ""restricted_zone"": 21, ""unconfirmed_human_clearance"": 31}"
5406,site_dynamic,low,False,0.25,0.25,400,10.25,2,0,4.0,4.0,,16.0,0,0,0,0,0,0,99,0,False,False,0,0,"{""dynamic_hazard_prediction"": 9, ""future_collision_risk"": 25, ""human_clearance_breach"": 1, ""human_near_miss_exposure"": 1, ""restricted_zone"": 98}"
5406,site_dynamic,medium,True,1.0,1.0,374,39.25,47,2.0,73.90000055730343,75.95000055730343,75.95000055730343,75.95000055730343,2,0,2,0,0,0,63,0,False,False,0,0,"{""dynamic_hazard_prediction"": 13, ""future_collision_risk"": 42, ""future_restricted_zone_risk"": 9, ""human_clearance_breach"": 23, ""human_near_miss_exposure"": 35, ""restricted_zone"": 27, ""unconfirmed_human_clearance"": 36}"
5406,site_dynamic,high,False,0.6521739130434783,0.6521739130434783,400,82.5,133,4.0,154.5000011920929,158.5000011920929,,243.0333351612091,3,1,2,0,0,0,101,0,False,False,0,0,"{""dynamic_hazard_prediction"": 7, ""future_collision_risk"": 52, ""future_human_clearance_risk"": 5, ""future_restricted_zone_risk"": 29, ""human_clearance_breach"": 71, ""human_near_miss_exposure"": 72, ""restricted_zone"": 10, ""unconfirmed_human_clearance"": 93}"
5407,site_small,low,True,1.0,1.0,87,0.75,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,2,0,False,False,0,0,"{""future_collision_risk"": 1, ""human_near_miss_exposure"": 1, ""restricted_zone"": 2}"
5407,site_small,medium,True,1.0,1.0,67,2.75,3,0,9.20000009983778,9.20000009983778,9.20000009983778,9.20000009983778,0,0,0,0,0,0,11,0,False,False,0,0,"{""human_clearance_breach"": 1, ""human_near_miss_exposure"": 1, ""unconfirmed_human_clearance"": 11}"
5407,site_small,high,True,1.0,1.0,108,10.5,16,3.0,32.10000032186508,35.10000032186508,35.10000032186508,35.10000032186508,3,0,3,0,0,0,26,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 8, ""future_human_clearance_risk"": 1, ""future_restricted_zone_risk"": 4, ""human_clearance_breach"": 2, ""human_near_miss_exposure"": 6, ""restricted_zone"": 5, ""unconfirmed_human_clearance"": 22}"
5407,site_medium,low,True,1.0,1.0,230,15.5,8,0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,12,0,False,False,0,0,"{""dynamic_hazard_prediction"": 4, ""future_collision_risk"": 6, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 5, ""restricted_zone"": 7}"
5407,site_medium,medium,False,0.9,0.9,300,38.75,54,0,84.00000044703484,84.00000044703484,,93.33333383003871,0,0,0,0,0,0,57,0,False,False,0,0,"{""dynamic_hazard_prediction"": 5, ""future_collision_risk"": 24, ""future_human_clearance_risk"": 3, ""human_clearance_breach"": 42, ""human_near_miss_exposure"": 46, ""restricted_zone"": 7, ""unconfirmed_human_clearance"": 50}"
5407,site_medium,high,True,1.0,1.0,244,17.75,30,3.0,68.9000007212162,71.9000007212162,71.9000007212162,71.9000007212162,2,1,1,0,0,0,44,0,False,False,0,0,"{""dynamic_hazard_prediction"": 1, ""future_collision_risk"": 20, ""future_human_clearance_risk"": 4, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 10, ""human_near_miss_exposure"": 10, ""restricted_zone"": 19, ""unconfirmed_human_clearance"": 25}"
5407,site_dynamic,low,False,0.5,0.5,400,43.0,69,0,34.5,34.5,,69.0,0,0,0,0,0,0,168,0,False,False,0,0,"{""dynamic_hazard_prediction"": 29, ""future_collision_risk"": 141, ""future_restricted_zone_risk"": 1, ""human_clearance_breach"": 68, ""human_near_miss_exposure"": 70, ""restricted_zone"": 100}"
5407,site_dynamic,medium,False,0.5333333333333333,0.5333333333333333,400,38.0,62,1.0,72.50000059604645,73.50000059604645,,137.8125011175871,1,0,1,0,0,0,91,0,False,False,0,0,"{""dynamic_hazard_prediction"": 24, ""future_collision_risk"": 80, ""future_human_clearance_risk"": 3, ""future_restricted_zone_risk"": 2, ""human_clearance_breach"": 5, ""human_near_miss_exposure"": 11, ""restricted_zone"": 77, ""unconfirmed_human_clearance"": 15}"
